ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Delivery_Distance_km,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken(min),Traffic_encoded
0xa119,COIMBRES05DEL01,29.0,4.0,11.022169,76.999594,11.092169,77.069594,10.906042243292653,2022-03-18,2026-09-03 17:40:00,2026-09-18 17:55:00,Fog,Jam,2,Meal,scooter,1.0,Yes,Metropolitian,39.0,4
0xd120,ALHRES16DEL01,33.0,4.5,25.450377,81.834236,25.560377,81.944236,16.476559473750612,2022-02-18,2026-09-03 17:35:00,2026-09-18 17:45:00,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,30.0,4
0x9d0e,RANCHIRES04DEL02,34.0,4.6,23.359033,85.325347,23.409033,85.375347,7.546680469081603,2022-03-19,2026-09-03 17:50:00,2026-09-18 18:05:00,Windy,High,2,Meal,scooter,0.0,No,Metropolitian,27.0,3
0x5646,SURRES04DEL03,20.0,4.9,21.173493,72.801953,21.233493,72.861953,9.121421674135904,2022-03-11,2026-09-03 18:55:00,2026-09-18 19:05:00,Fog,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,22.0,2
0xb0b,PUNERES15DEL01,36.0,4.2,18.636215,73.751081,18.746215,73.861081,16.847895631642253,2022-03-12,2026-09-03 21:55:00,2026-09-18 22:05:00,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36.0,4
0x1935,COIMBRES010DEL01,36.0,4.8,11.003008,76.97544,11.013008,76.98544,1.55813398149798,2022-04-01,2026-09-03 09:50:00,2026-09-18 10:00:00,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,23.0,2
0xc7d5,GOARES11DEL02,38.0,5.0,15.544419,73.755736,15.674419,73.885736,20.06949207274625,2022-02-16,2026-09-03 17:10:00,2026-09-18 17:25:00,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,41.0,4
0x7998,VADRES14DEL03,35.0,4.7,22.311603,73.165012,22.371603,73.225012,9.087972744661085,2022-03-05,2026-09-03 20:50:00,2026-09-18 21:05:00,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30.0,4
0x595e,HYDRES03DEL02,36.0,4.5,17.422819,78.449578,17.502819,78.529578,12.29378731203682,2022-03-18,2026-09-03 22:30:00,2026-09-18 22:40:00,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,26.0,2
0x8d6a,JAPRES07DEL01,33.0,4.8,26.766536,75.837333,26.876536,75.947333,16.3938118808,2022-03-12,2026-09-03 23:30:00,2026-09-18 23:40:00,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,30.0,4
0x4bd0,SURRES13DEL02,20.0,4.5,21.170096,72.789122,21.250096,72.869122,12.161642370389037,2022-04-06,2026-09-03 21:10:00,2026-09-18 21:15:00,Windy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,22.0,2
0x8c3f,PUNERES18DEL01,39.0,4.5,18.593481,73.785901,18.703481,73.895901,16.849904095492622,2022-03-25,2026-09-03 22:55:00,2026-09-18 23:00:00,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,20.0,1
0xb36,MYSRES04DEL02,23.0,4.6,12.3085,76.665808,12.4385,76.795808,20.206901465513607,2022-03-16,2026-09-03 17:50:00,2026-09-18 17:55:00,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,23.0,2
0xc676,DEHRES03DEL01,29.0,4.6,30.335259,78.053162,30.375259,78.093162,5.874816158028467,2022-02-17,2026-09-03 16:35:00,2026-09-18 16:40:00,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21.0,1
0xdff6,DEHRES15DEL01,22.0,4.9,,,,,,2022-02-13,2026-09-03 08:25:00,2026-09-18 08:35:00,Fog,Low,1,Drinks,motorcycle,0.0,No,Urban,15.0,1
0xbb8d,JAPRES010DEL02,33.0,4.2,26.921411,75.793604,27.051411,75.923604,19.361976407426397,2022-03-14,2026-09-03 19:20:00,2026-09-18 19:35:00,Stormy,Jam,1,Snack,scooter,2.0,No,Urban,43.0,4
0xd511,AURGRES19DEL03,33.0,4.1,19.866969,75.318894,19.956969,75.408894,13.7362701343565,2022-02-16,2026-09-03 23:55:00,2026-09-18 00:05:00,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,32.0,4
0xc0f5,BHPRES20DEL02,26.0,4.6,23.235123,77.398886,23.315123,77.478886,12.079217376068435,2022-02-14,2026-09-03 23:40:00,2026-09-18 23:45:00,Fog,High,1,Drinks,scooter,1.0,No,Metropolitian,27.0,3
0x6d3d,RANCHIRES12DEL02,33.0,4.6,,,,,,2022-03-15,2026-09-03 19:00:00,2026-09-18 19:05:00,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25.0,2
0x51e0,INDORES18DEL01,39.0,4.6,22.753839,75.897429,22.763838,75.907429,1.5124736191451338,2022-03-01,2026-09-03 11:45:00,2026-09-18 12:00:00,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21.0,1
0xa3a2,PUNERES20DEL01,39.0,4.7,18.592718,73.773572,18.702718,73.883572,16.849939918016492,2022-04-06,2026-09-03 23:45:00,2026-09-18 23:55:00,Windy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,20.0,1
0x3bd5,BANGRES06DEL01,26.0,4.7,12.979096,77.640625,13.089096,77.750625,17.076492495612452,2022-03-08,2026-09-03 21:30:00,2026-09-18 21:45:00,Sunny,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,13.0,1
0x30ec,VADRES11DEL02,32.0,4.9,22.308096,73.167753,22.438096,73.297753,19.68855300536449,2022-03-29,2026-09-03 20:25:00,2026-09-18 20:40:00,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,42.0,4
0x3399,INDORES17DEL02,22.0,4.7,22.761226,75.887522,22.781226,75.907522,3.024984591596264,2022-03-09,2026-09-03 09:25:00,2026-09-18 09:40:00,Stormy,Low,2,Snack,scooter,0.0,No,Metropolitian,11.0,1
0x8bd6,MYSRES14DEL02,23.0,4.5,,,,,,2022-03-29,2026-09-03 20:30:00,2026-09-18 20:45:00,Sandstorms,Medium,2,Snack,electric_scooter,0.0,No,Urban,25.0,2
0x9ab3,SURRES20DEL03,35.0,4.8,21.15276,72.778059,21.21276,72.838059,9.12201685083382,2022-03-28,2026-09-03 21:10:00,2026-09-18 21:15:00,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36.0,4
0x7f18,MUMRES03DEL02,25.0,4.8,19.22384,72.841347,19.27384,72.891347,7.646049300624547,2022-03-28,2026-09-03 21:55:00,2026-09-18 22:05:00,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,18.0,1
0x1b0f,COIMBRES14DEL01,35.0,4.7,11.003681,76.975525,11.043681,77.015525,6.232373004507649,2022-03-05,2026-09-03 14:55:00,2026-09-18 15:05:00,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34.0,4
0xad01,RANCHIRES15DEL01,20.0,4.7,23.369746,85.33982,23.379746,85.34982,1.5093844931452696,2022-04-01,2026-09-03 11:00:00,2026-09-18 11:10:00,Fog,Low,2,Drinks,motorcycle,1.0,No,Urban,14.0,1
0xccfd,ALHRES08DEL02,33.0,5.0,25.450329,81.834279,25.580329,81.964279,19.471572069891607,2022-02-18,2026-09-03 23:45:00,2026-09-18 00:00:00,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,26.0,2
0xbcac,MYSRES06DEL01,23.0,4.6,12.323994,76.626167,12.433994,76.736167,17.097972349714006,2022-03-08,2026-09-03 19:00:00,2026-09-18 19:10:00,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,37.0,4
0x4a4,RANCHIRES07DEL01,30.0,2.5,23.359407,85.325055,23.399407,85.365055,6.037440799484659,2022-03-17,2026-09-18 12:25:00,2026-09-18 12:35:00,Unknown,Jam,1,Snack,scooter,1.0,No,Urban,31.0,4
0x3e15,JAPRES11DEL02,30.0,4.8,26.90294,75.793007,27.03294,75.923007,19.36338289365832,2022-03-12,2026-09-03 18:30:00,2026-09-18 18:35:00,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39.0,4
0xafc3,MUMRES20DEL01,23.0,4.7,19.103249,72.846749,19.113249,72.856749,1.5298253586323256,2022-03-03,2026-09-03 09:20:00,2026-09-18 09:35:00,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,13.0,1
0x8ab4,RANCHIRES16DEL01,36.0,4.9,23.371292,85.327872,23.411292,85.367872,6.037193175494637,2022-03-30,2026-09-03 13:30:00,2026-09-18 13:45:00,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,48.0,4
0x62d8,CHENRES14DEL02,39.0,4.6,13.026279,80.174568,13.076279,80.224568,7.761780026108867,2022-04-05,2026-09-03 22:35:00,2026-09-18 22:40:00,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,25.0,2
0xc0f2,ALHRES02DEL03,31.0,4.6,25.453436,81.833167,25.513436,81.893167,8.98795190159686,2022-02-15,2026-09-03 19:20:00,2026-09-18 19:35:00,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29.0,4
0x9a2c,RANCHIRES16DEL01,28.0,5.0,23.371292,85.327872,23.481292,85.437872,16.600272418856072,2022-03-23,2026-09-03 17:20:00,2026-09-18 17:30:00,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33.0,4
0x4492,SURRES11DEL03,33.0,4.7,21.157735,72.768778,21.247735,72.858778,13.682164589270348,2022-03-08,2026-09-03 20:00:00,2026-09-18 20:15:00,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,36.0,4
0x33d9,VADRES02DEL01,25.0,4.7,,,,,,2022-03-27,2026-09-03 18:30:00,2026-09-18 18:45:00,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,18.0,1
0x9bc0,JAPRES14DEL02,36.0,4.1,26.88842,75.800689,26.90842,75.820689,2.9797958851316784,2022-03-26,2026-09-03 11:30:00,2026-09-18 11:45:00,Fog,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,34.0,4
0x6979,INDORES01DEL02,22.0,4.7,22.695207,75.866059,22.715207,75.886059,3.025656084205931,2022-03-17,2026-09-03 10:30:00,2026-09-18 10:35:00,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,17.0,1
0x1db9,HYDRES08DEL01,22.0,4.5,17.438263,78.397865,17.478263,78.437865,6.1469671519338895,2022-03-19,2026-09-03 15:10:00,2026-09-18 15:20:00,Sandstorms,High,1,Snack,motorcycle,1.0,No,Metropolitian,27.0,3
0x27f7,JAPRES010DEL03,26.0,4.6,26.921411,75.793604,27.011411,75.883604,13.405500819756533,2022-03-25,2026-09-03 20:10:00,2026-09-18 20:20:00,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,19.0,1
0x8fdf,HYDRES02DEL02,37.0,4.1,17.41233,78.449654,17.43233,78.469654,3.0737721530635387,2022-03-11,2026-09-03 11:35:00,2026-09-18 11:45:00,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,36.0,4
0x2a0a,SURRES12DEL02,35.0,5.0,21.183434,72.814492,21.233434,72.864492,7.601066543768378,2022-03-30,2026-09-03 19:00:00,2026-09-18 19:10:00,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18.0,1
0xdb9f,AGRRES20DEL01,26.0,4.3,27.158822,78.045359,27.168822,78.055359,1.4883409409467787,2022-02-15,2026-09-03 10:15:00,2026-09-18 10:30:00,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,20.0,1
0x33b0,RANCHIRES12DEL01,34.0,4.7,,,,,,2022-03-04,2026-09-03 19:35:00,2026-09-18 19:40:00,Cloudy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,42.0,4
0x71d6,SURRES03DEL02,26.0,5.0,21.186884,72.793616,21.316884,72.923616,19.760063712198686,2022-03-23,2026-09-03 17:45:00,2026-09-18 17:50:00,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,31.0,4
0x92d1,SURRES02DEL02,27.0,4.7,21.186608,72.794136,21.316608,72.924136,19.760080920474554,2022-03-04,2026-09-03 23:00:00,2026-09-18 23:15:00,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,24.0,2
0x69cb,VADRES07DEL02,33.0,4.5,,,,,,2022-03-23,2026-09-03 17:55:00,2026-09-18 18:10:00,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,28.0,4
0xdd74,GOARES09DEL03,22.0,4.8,15.303897,73.914336,15.363897,73.974336,9.268782493955198,2022-02-13,2026-09-03 21:50:00,2026-09-18 21:55:00,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,28.0,4
0x623,RANCHIRES04DEL02,30.0,3.0,23.359033,85.325347,23.439033,85.405347,12.074063090452917,2022-03-27,2026-09-18 18:30:00,2026-09-18 18:40:00,Unknown,Medium,3,Snack,scooter,1.0,No,Urban,22.0,2
0xcdb4,KNPRES20DEL03,22.0,4.7,26.47,80.35,26.56,80.44,13.429131650088678,2022-02-16,2026-09-03 22:30:00,2026-09-18 22:40:00,Fog,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,22.0,2
0xd87b,ALHRES15DEL02,24.0,4.4,25.449872,81.836167,25.529872,81.916167,11.983647402103102,2022-02-12,2026-09-03 18:20:00,2026-09-18 18:35:00,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,39.0,4
0x5556,JAPRES08DEL02,31.0,4.7,26.910262,75.783013,26.930262,75.803013,2.9795405223586338,2022-03-24,2026-09-03 11:35:00,2026-09-18 11:45:00,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25.0,2
0x85b7,VADRES01DEL01,27.0,4.7,22.307898,73.167788,22.377898,73.237788,10.602589325657691,2022-03-23,2026-09-03 17:50:00,2026-09-18 17:55:00,Stormy,High,2,Drinks,motorcycle,0.0,No,Metropolitian,27.0,3
0xaa47,BANGRES19DEL03,25.0,4.9,12.914264,77.6784,13.004264,77.7684,13.973727486522968,2022-04-06,2026-09-03 23:45:00,2026-09-18 23:50:00,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,17.0,1
0x4e9e,BANGRES13DEL02,22.0,4.6,12.935662,77.61413,13.065662,77.74413,20.182634488293672,2022-03-23,2026-09-03 22:40:00,2026-09-18 22:45:00,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,24.0,2
0x44cf,COIMBRES19DEL03,29.0,4.9,11.022298,76.998349,11.082298,77.058349,9.348112475389563,2022-03-21,2026-09-03 19:55:00,2026-09-18 20:10:00,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,25.0,2
0xdfae,ALHRES17DEL03,24.0,4.9,25.45235,81.841889,25.51235,81.901889,8.98798835856753,2022-02-17,2026-09-03 21:50:00,2026-09-18 21:55:00,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21.0,1
0xade2,MUMRES14DEL03,36.0,4.7,19.1813,72.836191,19.2113,72.866191,4.588321086013583,2022-03-03,2026-09-03 21:15:00,2026-09-18 21:25:00,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,25.0,2
0x19f8,COIMBRES07DEL01,27.0,4.6,10.96185,76.971082,11.07185,77.081082,17.13921974225849,2022-03-04,2026-09-03 20:00:00,2026-09-18 20:15:00,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,23.0,2
0x2912,RANCHIRES14DEL01,35.0,4.9,,,,,,2022-04-01,2026-09-03 10:40:00,2026-09-18 10:50:00,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,18.0,1
0x663f,JAPRES11DEL03,22.0,3.1,26.90294,75.793007,26.99294,75.883007,13.406473968860336,2022-03-16,2026-09-03 00:00:00,2026-09-18 00:05:00,Sunny,Jam,1,Meal,scooter,1.0,Yes,Metropolitian,43.0,4
0xdaa3,BHPRES07DEL01,23.0,4.8,,,,,,2022-02-16,2026-09-03 20:55:00,2026-09-18 21:00:00,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,45.0,4
0x8fd0,CHENRES20DEL01,33.0,4.7,12.975996,80.221898,13.015996,80.261898,6.210098947886509,2022-03-13,2026-09-03 15:25:00,2026-09-18 15:35:00,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,39.0,4
0x3b99,VADRES05DEL02,22.0,4.9,22.310526,73.170937,22.360526,73.220937,7.573462889023675,2022-03-11,2026-09-03 19:15:00,2026-09-18 19:30:00,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,14.0,1
0xefc,JAPRES02DEL02,39.0,4.7,26.914142,75.805704,26.964142,75.855704,7.448298968601334,2022-03-24,2026-09-03 22:45:00,2026-09-18 22:50:00,Fog,Low,2,Drinks,motorcycle,1.0,No,Urban,17.0,1
0xa5ae,COIMBRES19DEL02,29.0,5.0,11.022298,76.998349,11.102298,77.078349,12.463941144204773,2022-03-08,2026-09-03 19:20:00,2026-09-18 19:30:00,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36.0,4
0x350f,SURRES01DEL01,20.0,4.8,21.186438,72.794115,21.196438,72.804115,1.5202946823347985,2022-04-01,2026-09-03 10:45:00,2026-09-18 10:55:00,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,19.0,1
0xc2dd,KNPRES08DEL02,29.0,4.7,,,,,,2022-02-17,2026-09-03 11:35:00,2026-09-18 11:40:00,Fog,Medium,0,Drinks,motorcycle,0.0,No,Urban,22.0,2
0x3d50,MUMRES010DEL03,36.0,4.9,19.003517,72.82765,19.093517,72.91765,13.77076958377127,2022-03-16,2026-09-03 17:55:00,2026-09-18 18:10:00,Sandstorms,Medium,1,Meal,scooter,0.0,No,Metropolitian,22.0,2
0x47bd,PUNERES02DEL01,33.0,4.9,18.55144,73.804855,18.56144,73.814855,1.5322015943257514,2022-04-01,2026-09-03 08:45:00,2026-09-18 08:50:00,Sandstorms,Medium,2,Drinks,electric_scooter,0.0,No,Urban,24.0,2
0xbc2c,MUMRES13DEL02,32.0,3.5,19.178321,72.834715,19.258321,72.914715,12.23475004893086,2022-04-02,2026-09-03 17:55:00,2026-09-18 18:10:00,Stormy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,35.0,4
0x4e47,CHENRES09DEL03,26.0,4.9,13.044694,80.26147,13.104694,80.32147,9.313705947300656,2022-03-11,2026-09-03 20:10:00,2026-09-18 20:15:00,Sunny,Low,1,Snack,motorcycle,1.0,No,Urban,18.0,1
0xcc50,ALHRES20DEL01,38.0,4.7,25.454697,81.834492,25.524697,81.904492,10.485698499568803,2022-02-12,2026-09-03 23:15:00,2026-09-18 23:20:00,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,17.0,1
0x8c9a,SURRES19DEL02,28.0,4.2,21.149669,72.772629,21.279669,72.902629,19.762382255532906,2022-03-04,2026-09-03 18:20:00,2026-09-18 18:35:00,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,31.0,4
0x34bb,CHENRES03DEL01,38.0,4.2,13.091809,80.219104,13.131809,80.259104,6.2086819840397665,2022-03-07,2026-09-03 15:50:00,2026-09-18 16:00:00,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31.0,4
0x9abd,MUMRES04DEL02,24.0,4.8,19.254567,72.848923,19.274567,72.868923,3.058281575249995,2022-03-13,2026-09-03 11:35:00,2026-09-18 11:40:00,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,20.0,1
0xcae2,BHPRES05DEL01,36.0,4.4,23.214459,77.434976,23.324459,77.544976,16.60924614500132,2022-02-14,2026-09-03 19:50:00,2026-09-18 20:05:00,Fog,Jam,2,Buffet,electric_scooter,2.0,No,Metropolitian,45.0,4
0x75a3,COIMBRES20DEL03,36.0,4.6,10.994136,76.963303,11.024136,76.993303,4.674393132741051,2022-03-28,2026-09-03 21:35:00,2026-09-18 21:45:00,Sandstorms,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,31.0,4
0x65ae,VADRES13DEL02,39.0,3.6,22.310237,73.158921,22.390237,73.238921,12.116950608888414,2022-04-02,2026-09-03 20:00:00,2026-09-18 20:10:00,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,33.0,4
0xa383,VADRES16DEL01,38.0,4.7,,,,,,2022-04-02,2026-09-03 17:35:00,2026-09-18 17:40:00,Sandstorms,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,20.0,1
0x72cb,BANGRES18DEL02,26.0,4.9,12.913041,77.683237,12.993041,77.763237,12.421242442902571,2022-03-02,2026-09-03 23:25:00,2026-09-18 23:40:00,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24.0,2
0x639a,RANCHIRES15DEL02,30.0,4.1,23.369746,85.33982,23.499746,85.46982,19.617929437389435,2022-03-12,2026-09-03 19:50:00,2026-09-18 20:05:00,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,38.0,4
0xa545,INDORES03DEL01,31.0,3.6,22.751857,75.866699,22.861857,75.976699,16.63541627418215,2022-03-06,2026-09-03 23:00:00,2026-09-18 23:10:00,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,34.0,4
0x2745,MYSRES16DEL03,28.0,4.8,12.316967,76.603067,12.376967,76.663067,9.326725258722023,2022-03-26,2026-09-03 22:00:00,2026-09-18 22:05:00,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,24.0,2
0x5372,PUNERES010DEL03,23.0,4.0,18.539299,73.897902,18.629299,73.987902,13.788747286078188,2022-03-12,2026-09-03 20:35:00,2026-09-18 20:50:00,Cloudy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,42.0,4
0x3787,PUNERES14DEL03,36.0,4.9,18.516216,73.842527,18.606216,73.932527,13.789630729980562,2022-03-20,2026-09-03 23:45:00,2026-09-18 00:00:00,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,29.0,4
0x6fdd,MUMRES05DEL03,27.0,4.8,18.927584,72.832585,19.017584,72.922585,13.773737657079298,2022-03-31,2026-09-03 22:15:00,2026-09-18 22:25:00,Cloudy,Medium,1,Meal,scooter,1.0,No,Metropolitian,22.0,2
0x79a8,CHENRES17DEL02,30.0,4.9,13.045479,80.23311,13.125479,80.31311,12.418009922382469,2022-03-12,2026-09-03 17:55:00,2026-09-18 18:05:00,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35.0,4
0xa8cc,BANGRES12DEL02,35.0,4.7,12.939496,77.625999,13.069496,77.755999,20.182482607604513,2022-03-04,2026-09-03 19:45:00,2026-09-18 19:55:00,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,43.0,4
0x711,COIMBRES02DEL02,30.0,3.0,11.022477,76.995667,11.152477,77.125667,20.25304812543042,2022-03-02,2026-09-18 18:55:00,2026-09-18 19:05:00,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Urban,30.0,4
0x6c08,MYSRES14DEL01,27.0,4.9,,,,,,2022-03-06,2026-09-03 22:45:00,2026-09-18 22:50:00,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,17.0,1
0x94d0,PUNERES20DEL01,30.0,4.8,18.592718,73.773572,18.662718,73.843572,10.723286946137813,2022-03-02,2026-09-03 17:25:00,2026-09-18 17:30:00,Sunny,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,18.0,1
0x6b2,PUNERES07DEL03,30.0,2.0,18.546947,73.900626,18.636947,73.990626,13.7884543583669,2022-03-02,2026-09-18 19:55:00,2026-09-18 20:05:00,Cloudy,Jam,2,Drinks,electric_scooter,2.0,No,Urban,42.0,4
0x52ff,INDORES06DEL01,31.0,4.3,22.728163,75.884212,22.798163,75.954212,10.587732954177069,2022-03-31,2026-09-03 18:30:00,2026-09-18 18:45:00,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35.0,4
0x33ef,COIMBRES010DEL03,36.0,4.6,11.003008,76.97544,11.063009,77.03544,9.348493190107364,2022-03-11,2026-09-03 19:50:00,2026-09-18 20:05:00,Sandstorms,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,44.0,4
0x6006,CHENRES15DEL03,39.0,5.0,13.026286,80.275235,13.086286,80.335235,9.314044064891696,2022-03-17,2026-09-03 20:50:00,2026-09-18 20:55:00,Stormy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,25.0,2
0x4fb,MUMRES02DEL01,30.0,3.0,19.221315,72.862381,19.231315,72.872381,1.5293087736834532,2022-03-19,2026-09-18 09:35:00,2026-09-18 09:45:00,Unknown,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,22.0,2
0x82dd,RANCHIRES18DEL01,23.0,4.6,23.351489,85.324253,23.421489,85.394253,10.565262855251525,2022-04-04,2026-09-03 21:55:00,2026-09-18 22:00:00,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,34.0,4
0x6d29,RANCHIRES07DEL02,27.0,4.9,23.359407,85.325055,23.439407,85.405055,12.074047498027575,2022-03-10,2026-09-03 21:10:00,2026-09-18 21:25:00,Sunny,Medium,1,Snack,motorcycle,1.0,No,Urban,24.0,2
0x2a3b,INDORES02DEL01,30.0,4.7,22.651847,75.881991,22.761847,75.991991,16.641014927987907,2022-03-31,2026-09-03 23:35:00,2026-09-18 23:50:00,Sunny,High,2,Snack,electric_scooter,1.0,No,Metropolitian,27.0,3
0x5e3c,COIMBRES13DEL01,30.0,4.9,11.003669,76.976494,11.073669,77.046494,10.906379593113723,2022-03-25,2026-09-03 17:50:00,2026-09-18 17:55:00,Stormy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,29.0,4
0x7084,HYDRES18DEL02,31.0,4.9,17.450851,78.379347,17.470851,78.399347,3.073462803868858,2022-04-01,2026-09-03 11:40:00,2026-09-18 11:50:00,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,30.0,4
0x8eb0,HYDRES08DEL03,35.0,4.8,17.438263,78.397865,17.498263,78.457865,9.220209378254708,2022-03-01,2026-09-03 18:30:00,2026-09-18 18:40:00,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,31.0,4
0x8751,JAPRES03DEL01,38.0,4.7,26.913483,75.803139,26.923483,75.813139,1.4897806686912982,2022-03-30,2026-09-03 09:25:00,2026-09-18 09:30:00,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,15.0,1
0x34da,MYSRES13DEL01,21.0,4.8,12.310972,76.659264,12.350972,76.699264,6.21800234869445,2022-03-26,2026-09-03 13:40:00,2026-09-18 13:45:00,Cloudy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,34.0,4
0xdfb1,ALHRES02DEL03,35.0,4.5,25.453436,81.833167,25.543436,81.923167,13.481171688173134,2022-02-12,2026-09-03 23:20:00,2026-09-18 23:35:00,Cloudy,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,31.0,4
0x9752,SURRES01DEL01,32.0,5.0,21.186438,72.794115,21.226438,72.834115,6.080891507842322,2022-03-26,2026-09-03 15:35:00,2026-09-18 15:40:00,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,18.0,1
0x4eb8,JAPRES01DEL03,21.0,4.9,26.90519,75.810753,26.96519,75.870753,8.938097379311301,2022-03-26,2026-09-03 23:35:00,2026-09-18 23:45:00,Sunny,Medium,1,Buffet,scooter,1.0,No,Urban,22.0,2
